"FilePath","PreprocessedCode"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/AddBikeParkingCapacityTest.java","westnordost streetcomplete quest westnordost streetcomplete datum osm osm element quest type westnordost streetcomplete datum osm change string map entry add westnordost streetcomplete quest bike parking capacity add bike parking capacity westnordost streetcomplete quest bike parking capacity add bike parking capacity form add bike parking capacity test extend osm element quest type test override set exception set tag put amenity bicycle parking test capacity bundle put add bike parking capacity form bike park capacity verify string map entry add capacity override protect osm element quest type create quest type add bike parking capacity null"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/AddParkingFeeTest.java","westnordost streetcomplete quest westnordost streetcomplete datum osm osm element quest type westnordost streetcomplete datum osm change string map entry add westnordost streetcomplete quest parking fee add parking fee westnordost streetcomplete quest parking fee add parking fee form add parking fee test extend osm element quest type test override protect osm element quest type create quest type add parking fee null test yes bundle put add parking fee form fee verify string map entry add fee yes test bundle put add parking fee form fee verify string map entry add fee test yes but only bundle put add parking fee form fee bundle put string add parking fee form fee conditonal hour xyz verify string map entry add fee string map entry add fee conditional yes xyz test yes but not bundle put add parking fee form fee bundle put string add parking fee form fee conditonal hour xyz verify string map entry add fee yes string map entry add fee conditional xyz"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/add_housenumber/AddHousenumberIntegrationTest.java","westnordost streetcomplete quest add housenumber junit framework test westnordost osmapi map datum bound box westnordost streetcomplete datum osm module westnordost streetcomplete datum osm download overpass map data dao westnordost streetcomplete quest util westnordost streetcomplete quest housenumber add housenumber add housenumber integration test extend test test unspecified building type exclude test use http www openstreetmap org way history version verify yield quest bound box test underground building exclude verify yield quest bound box test building type that likely have address exclude verify yield quest bound box building with address test building with address exclude verify yield quest bound box test relation building with address exclude verify yield quest bound box building with address node inside test building with address inside exclude verify yield quest bound box test building with address inside but outside bound box exclude nevertheless verify yield quest bound box test relation building with address inside exclude verify yield quest bound box test relation building with address inside but outside bound box exclude verify yield quest bound box building with address node outline test building with address outline exclude verify yield quest bound box test building with address outline but outside bound box exclude nevertheless verify yield quest bound box test relation building with address outline exclude verify yield quest bound box test relation building with address outline but outside bound box exclude verify yield quest bound box building within area with address test building within area with address exclude verify yield quest bound box test building within relation area with address exclude verify yield quest bound box verify yield quest bound box bbox string date overpass map data dao osm module overpass old map data dao osm module overpass map data parser date add housenumber quest add housenumber util verify yield quest quest bbox"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/add_housenumber/AddHousenumberTest.java","westnordost streetcomplete quest add housenumber westnordost streetcomplete datum osm osm element quest type westnordost streetcomplete datum osm change string map entry add westnordost streetcomplete quest osm element quest type test westnordost streetcomplete quest housenumber add housenumber westnordost streetcomplete quest housenumber add housenumber form add housenumber test extend osm element quest type test override set exception set tag put building house test regex string add housenumber form valid housenumber regex match match match match match match match match match match match match match test number bundle put string add housenumber form housenumber verify string map entry add addr housenumber test name bundle put string add housenumber form housename escalera verify string map entry add addr housename escalera test conscription number bundle put string add housenumber form conscriptionnumber verify string map entry add addr conscriptionnumber string map entry add addr housenumber test conscription number and street number bundle put string add housenumber form conscriptionnumber bundle put string add housenumber form streetnumber verify string map entry add addr conscriptionnumber string map entry add addr streetnumber string map entry add addr housenumber override protect osm element quest type create quest type add housenumber null"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/AssertUtil.java","westnordost streetcomplete quest android support annotation non null android support annotation nullable android util log westnordost osmapi map datum element westnordost streetcomplete datum osm element geometry westnordost streetcomplete datum osm osm element quest type westnordost streetcomplete datum osm download map data with geometry handler westnordost osmapi map datum bound box junit framework fail util verify yield quest osm element quest type quest bound box bbox map data with geometry handler verifier element geometry fail expect zero element element element get type name element get quest download bbox verifier element counter implement map data with geometry handler count override handle non null element element nullable element geometry geometry count verify yield quest osm element quest type quest bound box bbox element counter counter element counter quest download bbox counter counter count fail expect nonzero element element not"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/AddWheelchairBusinessTest.java","westnordost streetcomplete quest westnordost streetcomplete datum osm osm element quest type westnordost streetcomplete datum osm change string map entry add westnordost streetcomplete quest wheelchair access add wheelchair access business westnordost streetcomplete quest wheelchair access add wheelchair access business form add wheelchair business test extend osm element quest type test override set exception set tag put shop yes test business yes bundle put string add wheelchair access business form answer yes verify string map entry add wheelchair yes test business bundle put string add wheelchair access business form answer verify string map entry add wheelchair test business limited bundle put string add wheelchair access business form answer limited verify string map entry add wheelchair limited override protect osm element quest type create quest type add wheelchair access business null"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/AddBridgeStructureTest.java","westnordost streetcomplete quest java util array list westnordost streetcomplete datum osm osm element quest type westnordost streetcomplete datum osm change string map entry add westnordost streetcomplete quest bridge structure add bridge structure westnordost streetcomplete quest recycle add recycling type form add bridge structure test extend osm element quest type test override set exception set tag put man make bridge test structure array list string value array list value add arch bundle put string array list add recycling type form osm value value verify string map entry add bridge structure arch override protect osm element quest type create quest type add bridge structure null"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/localized_name/AddRoadNameTest.java","westnordost streetcomplete quest localized name westnordost streetcomplete datum osm osm element quest type westnordost streetcomplete datum osm change string map entry add westnordost streetcomplete datum osm change string map entry modify westnordost streetcomplete quest osm element quest type test westnordost streetcomplete quest localized name datum put road name suggestions handler westnordost streetcomplete quest localized name datum road name suggestion dao org mockito mockito mock add road name test extend osm element quest type test override set exception set tag put highway residential test name bundle put add road name form name verify string map entry add noname yes test one name bundle put string array add localized name form name string name verify string map entry add name name test multiple name bundle put string array add localized name form name string name bundle put string array add localized name form language code string verify string map entry add name name string map entry add name name string map entry add name test multiple name name specific language bundle put string array add localized name form name string name name bundle put string array add localized name form language code string verify string map entry add name name string map entry add name name string map entry add name test service bundle put add road name form proper road add road name form service verify string map entry modify highway tag get highway service test track bundle put add road name form proper road add road name form track verify string map entry modify highway tag get highway track test link bundle put add road name form proper road add road name form link tag put highway primary verify string map entry modify highway tag get highway primary link tag put highway secondary verify string map entry modify highway tag get highway secondary link tag put highway tertiary verify string map entry modify highway tag get highway tertiary link override protect osm element quest type create quest type add road name null mock road name suggestion dao mock put road name suggestions handler"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/localized_name/data/RoadNameSuggestionsDaoTest.java","westnordost streetcomplete quest localized name datum java util array list java util hash map java util list java util map westnordost osmapi map datum lat lon westnordost osmapi map datum osm lat lon westnordost streetcomplete datum application test road name suggestion dao test extend application test road name suggestion dao dao override set exception set dao road name suggestion dao helper serializer test get name list lat lon position array list position add osm lat lon list map string string result dao get name position equal result size test get one name hash map string string name hash map name put name put big street dao put road name create road positions list map string string result dao get name create pos road equal result size result get equal name test get multiple name hash map string string name hash map name put big street dao put road name create road positions hash map string string name hash map name put calle pequena dao put road name create road positions list map string string result dao get name create pos road equal result size result contain name result contain name array list lat lon create road positions array list lat lon road position array list road position add osm lat lon road position add osm lat lon road position array list lat lon create pos road array list lat lon road position array list road position add osm lat lon road position"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/construction/MarkCompletedHighwayConstructionIntegrationTest.java","westnordost streetcomplete quest construction junit framework test java text parse exception westnordost osmapi map datum bound box westnordost streetcomplete datum osm module westnordost streetcomplete datum osm download overpass map data dao westnordost streetcomplete quest util mark completed highway construction integration test extend test test old highway construction trigger quest parse exception http www openstreetmap org way edit verify yield quest bound box test highway construction not trigger quest parse exception http www openstreetmap org way edit verify yield quest bound box test opening date tag use filter out active construction parse exception http www openstreetmap org way not generate generate quest verify yield quest bound box test opening date tag ignore outdate parse exception http www openstreetmap org way not generate generate quest verify yield quest bound box verify yield quest bound box bbox string date parse exception overpass map data dao osm module overpass old map data dao osm module overpass map data parser date mark completed highway construction old data quest mark completed highway construction old data date util verify yield quest quest bbox verify yield quest bound box bbox string date parse exception overpass map data dao osm module overpass old map data dao osm module overpass map data parser date mark completed highway construction old data quest mark completed highway construction old data date util verify yield quest quest bbox"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/construction/MarkCompletedBuildingConstructionOldData.java","westnordost streetcomplete quest construction java text parse exception java text simple date format java util calendar java util date westnordost streetcomplete datum osm download overpass map data dao westnordost streetcomplete quest date util mark completed building construction old data extend mark completed building construction date date mark completed building construction old data overpass map data dao overpass server string date string parse exception overpass server date date util basic iso parse date string override protect string get current date string date util get offset date string from date date override protect string get offset date string offset date util get offset date string from date offset date"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/construction/MarkCompletedHighwayConstructionOldData.java","westnordost streetcomplete quest construction java text parse exception java text simple date format java util calendar java util date westnordost streetcomplete datum osm download overpass map data dao westnordost streetcomplete quest date util mark completed highway construction old data extend mark completed highway construction date date mark completed highway construction old data overpass map data dao overpass server string date string parse exception overpass server date date util basic iso parse date string override protect string get current date string date util get offset date string from date date override protect string get offset date string offset date util get offset date string from date offset date"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/construction/MarkCompletedBuildingConstructionIntegrationTest.java","westnordost streetcomplete quest construction junit framework test java text parse exception westnordost osmapi map datum bound box westnordost streetcomplete datum osm module westnordost streetcomplete datum osm download overpass map data dao westnordost streetcomplete quest util mark completed building construction integration test extend test test match candidate accept parse exception http www openstreetmap org way map verify yield quest bound box test fresh construction not accept parse exception http www openstreetmap org way map verify yield quest bound box test relation accept parse exception http www openstreetmap org relation verify yield quest bound box verify yield quest bound box bbox string date parse exception overpass map data dao osm module overpass old map data dao osm module overpass map data parser date mark completed building construction old data quest mark completed building construction old data date util verify yield quest quest bbox verify yield quest bound box bbox string date parse exception overpass map data dao osm module overpass old map data dao osm module overpass map data parser date mark completed building construction old data quest mark completed building construction old data date util verify yield quest quest bbox"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/quests/AddSportTest.java","westnordost streetcomplete quest java util array list westnordost streetcomplete datum osm osm element quest type westnordost streetcomplete datum osm change string map entry add westnordost streetcomplete datum osm change string map entry modify westnordost streetcomplete quest sport add sport westnordost streetcomplete quest sport add sport form add sport test extend osm element quest type test override set exception set tag put leisure pitch test replace hockey tag put sport hockey bundle put string array list add sport form osm value get string array field hockey verify string map entry modify sport hockey field hockey test replace team handball tag put sport team handball bundle put string array list add sport form osm value get string array handball verify string map entry modify sport team handball handball test add sport bundle put string array list add sport form osm value get string array soccer verify string map entry add sport soccer array list string get string array string value array list string value array list value add value value override protect osm element quest type create quest type add sport null"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/util/SlippyMapMathTest.java","westnordost streetcomplete util android graphic point android graphic rect junit framework test java util array list java util list westnordost osmapi map datum bound box westnordost osmapi map datum lat lon westnordost osmapi map datum osm lat lon slippy map math test extend test test forth and back lat lon osm lat lon point tile slippy map math enclose tile bound box bbox slippy map math bound box tile bbox get min latitude get latitude bbox get max latitude get latitude bbox get min longitude get longitude bbox get max longitude get longitude rect slippy map math enclose tile bbox bound box bbox slippy map math bound box equal bbox bbox test tile list list point array list add point add point add point add point equal slippy map math tile list rect"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/util/SerializedSavedStateTest.java","westnordost streetcomplete util android parcel android test instrumentation test android view view java util hash map serialized saved state test extend instrumentation test test write read hash map string string datum hash map datum put datum put serialized saved state save state serialized saved state view base saved state empty state datum save state serializer kryo serializer equal datum save state get hash map parcel parcel parcel obtain save state write parcel parcel rewind parcel that can read from could also marshal and then unmarshal but let include little functionality outside possible parcel set data position serialized saved state save state serialized saved state creator create from parcel parcel save state serializer kryo serializer equal datum save state get hash map"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/data/statistics/QuestStatisticsDaoTest.java","westnordost streetcomplete datum statistics java util hash map westnordost osmapi map change map data change handler westnordost osmapi map datum node westnordost streetcomplete application constant westnordost streetcomplete datum application test westnordost osmapi changeset changeset info westnordost osmapi changeset changeset dao westnordost osmapi changeset query changesets filter westnordost osmapi common handler quest statistics dao test extend application test quest statistics dao dao string one one string two two override set exception set dao quest statistics dao helper null changeset info create changeset changeset info result changeset info result tag hash map result tag put create application constant user agent result test get zero equal dao get amount one test get one dao add one one equal dao get amount one test get two dao add one one dao add one one equal dao get amount one test get total dao add one one dao add one one dao add one two equal dao get total amount test changesets dao extend changeset dao changeset info count test changesets dao changeset info count null count count override find handler changeset info handler query changesets filter filter changeset info handler handle override get datum map data change handler handler count handler handle node null"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/data/statistics/UserChangesetsDaoTest.java","westnordost streetcomplete datum statistics junit framework test java util date westnordost osmapi osm connection westnordost osmapi changeset changeset info westnordost osmapi changeset changeset dao westnordost osmapi common handler westnordost osmapi user user dao westnordost osmapi user user info user changeset dao test extend test test amount osm connection osm osm connection http master api dev openstreetmap org api street complete test null user user dao user dao user dao osm user info info user dao get user user changeset dao dao user changeset dao changeset dao osm counter counter counter dao find all counter user date equal info changeset count counter count counter implement handler changeset info count override handle changeset info tea count"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/data/AndroidDbTestCase.java","westnordost streetcomplete datum android content context android test android test android test rename delegate context android test extend android test context ctx string name android test string name name name override context get context ctx null ctx rename delegate context get context test ctx override set exception set make sure the create each test get context delete database name override tear down exception tear down get context delete database name"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-19/app/src/androidTest/java/de/westnordost/streetcomplete/data/TestQuestDao.java","westnordost streetcomplete datum android content content value android content context android database cursor android database sqlite lite database android database sqlite lite open helper android database sqlite lite statement java util date westnordost osmapi map datum osm lat lon org mockito mockito mock org mockito mockito when simple implementation quest dao order test the test quest dao extend quest dao quest string testdb testdb string table name test merged view name test full col col quest status lat col lat lon col lon last update col last update lite open helper helper test quest dao lite open helper helper helper helper helper override protect string get table name table name override protect string get merged view name table name override protect string get column name col override protect string get quest status column name col override protect string get last changed column name last update col override protect string get latitude column name lat col override protect string get longitude column name lon col override protect execute insert quest quest replace string what replace replace ignore lite database helper get writable database lite statement insert compile statement insert what into table name col col lat col lon col last update col value insert bind quest get insert bind string quest get status name insert bind quest get marker location get latitude insert bind quest get marker location get longitude insert bind quest get last update get time insert execute insert override protect content value create non content value from quest quest content value content value put col quest get status name put last update col quest get last update get time override protect content value create content value from quest quest content value content value put col quest get put lat col quest get marker location get latitude put lon col quest get marker location get longitude override protect quest create object from cursor cursor create quest cursor get cursor get cursor get quest status value cursor get string cursor get quest create quest lat lon quest status status time quest quest mock quest when quest get status then status when quest get then when quest get marker location then osm lat lon lat lon when quest get last update then date time quest test helper extend lite open helper test helper context context context testdb null override create lite database exec sql create table table name col primary key lat col lon col col varchar last update col override upgrade lite database old version version"
